1 6.062
1.01376 6.09776
1.02752 6.13355
1.04128 6.20513
1.05504 6.24092
1.0688 6.27671
1.08256 6.34829
1.09632 6.38408
1.11008 6.41987
1.12384 6.49145
1.13761 6.52724
1.15137 6.56303
1.16513 6.63461
1.17889 6.66017
1.19265 6.69085
1.20641 6.78288
1.22017 6.81867
1.23393 6.85446
1.24769 6.92604
1.26145 6.96183
1.27521 6.99762
1.28897 7.06408
1.30273 7.08965
1.31649 7.11521
1.33025 7.19702
1.34401 7.23792
1.35777 7.27882
1.37153 7.32995
1.3853 7.36063
1.39906 7.40153
1.41282 7.47822
1.42658 7.5089
1.44034 7.53958
1.4541 7.59582
1.46786 7.62649
1.48162 7.67251
1.49538 7.7492
1.50914 7.77988
1.5229 7.81056
1.53666 7.87191
1.55042 7.9077
1.56418 7.93838
1.57794 7.99973
1.5917 8.03041
1.60546 8.06109
1.61922 8.12755
1.63299 8.15823
1.64675 8.18891
1.66051 8.25026
1.67427 8.28605
1.68803 8.31673
1.70179 8.38319
1.71555 8.41387
1.72931 8.44455
1.74307 8.5059
1.75683 8.53658
1.77059 8.57237
1.78435 8.63372
1.79811 8.66951
1.81187 8.70019
1.82563 8.76154
1.83939 8.79222
1.85315 8.8229
1.86691 8.87402
1.88068 8.89959
1.89444 8.92004
1.9082 8.9456
1.92196 9.00696
1.93572 9.03763
1.94948 9.0632
1.96324 9.12455
1.977 9.15523
1.99076 9.18591
2.00452 9.23704
2.01828 9.26771
2.03204 9.29839
2.0458 9.33929
2.05956 9.35974
2.07332 9.38531
2.08708 9.43644
2.10084 9.46711
2.1146 9.49268
2.12837 9.54892
2.14213 9.57448
2.15589 9.60005
2.16965 9.65117
2.18341 9.67674
2.19717 9.7023
2.21093 9.73809
2.22469 9.75854
2.23845 9.77899
2.25221 9.83012
2.26597 9.85569
2.27973 9.87614
2.29349 9.92727
2.30725 9.94772
2.32101 9.97328
2.33477 10.01418
2.34853 10.02952
2.36229 10.04486
2.37606 10.08576
2.38982 10.10622
2.40358 10.13178
2.41734 10.1778
2.4311 10.20336
2.44486 10.22381
2.45862 10.26471
2.47238 10.28516
2.48614 10.30562
2.4999 10.34652
2.51366 10.36186
2.52742 10.3772
2.54118 10.41299
2.55494 10.43344
2.5687 10.45389
2.58246 10.49479
2.59622 10.51524
2.60998 10.53058
2.62374 10.57148
2.63751 10.58171
2.65127 10.59705
2.66503 10.62772
2.67879 10.64306
2.69255 10.66351
2.70631 10.6993
2.72007 10.71975
2.73383 10.74021
2.74759 10.776
2.76135 10.79645
2.77511 10.80667
2.78887 10.83224
2.80263 10.84758
2.81639 10.86291
2.83015 10.87825
2.84391 10.91404
2.85767 10.92938
2.87143 10.94983
2.8852 10.98051
2.89896 11.00096
2.91272 11.0163
2.92648 11.05209
2.94024 11.06231
2.954 11.07254
2.96776 11.0981
2.98152 11.11344
2.99528 11.12878
3.00904 11.15946
3.0228 11.1748
3.03656 11.19525
3.05032 11.22592
3.06408 11.24126
3.07784 11.25149
3.0916 11.28217
3.10536 11.29239
3.11912 11.30262
3.13289 11.32818
3.14665 11.33841
3.16041 11.35375
3.17417 11.38442
3.18793 11.39976
3.20169 11.4151
3.21545 11.44066
3.22921 11.456
3.24297 11.46623
3.25673 11.48668
3.27049 11.4969
3.28425 11.50713
3.29801 11.53781
3.31177 11.54803
3.32553 11.56337
3.33929 11.58894
3.35305 11.60427
3.36681 11.61961
3.38058 11.64006
3.39434 11.6554
3.4081 11.66563
3.42186 11.68608
3.43562 11.6963
3.44938 11.70653
3.46314 11.73209
3.4769 11.74232
3.49066 11.75255
3.50442 11.77811
3.51818 11.78834
3.53194 11.80367
3.5457 11.82924
3.55946 11.84458
3.57322 11.84969
3.58698 11.87014
3.60074 11.88037
3.6145 11.89059
3.62827 11.91104
3.64203 11.92127
3.65579 11.93149
3.66955 11.95706
3.68331 11.96728
3.69707 11.98262
3.71083 11.99285
3.72459 12.01841
3.73835 12.02353
3.75211 12.03375
3.76587 12.04909
3.77963 12.05932
3.79339 12.06954
3.80715 12.09511
3.82091 12.10533
3.83467 12.11556
3.84843 12.13601
3.86219 12.15135
3.87596 12.15646
3.88972 12.1718
3.90348 12.18202
3.91724 12.19225
3.931 12.2127
3.94476 12.22293
3.95852 12.23315
3.97228 12.25872
3.98604 12.26894
3.9998 12.27917
4.01356 12.29962
4.02732 12.30984
4.04108 12.31496
4.05484 12.3303
4.0686 12.34052
4.08236 12.35075
4.09612 12.37631
4.10988 12.38654
4.12364 12.39676
4.13741 12.41721
4.15117 12.42744
4.16493 12.43766
